sample_id,cell_line,tissue_site
NB1643_AUTONOMIC_GANGLIA,NB1643_AUTONOMIC,GANGLIA
NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NKL_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY12_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
PACADD119_PANCREAS,PACADD119,PANCREAS
PACADD135_PANCREAS,PACADD135,PANCREAS
PACADD137_PANCREAS,PACADD137,PANCREAS
PACADD161_PANCREAS,PACADD161,PANCREAS
PACADD165_PANCREAS,PACADD165,PANCREAS
PACADD188_PANCREAS,PACADD188,PANCREAS
PEDS005TPFAD_KIDNEY,PEDS005TPFAD,KIDNEY
PEDS015T_SOFT_TISSUE,PEDS015T_SOFT,TISSUE
CCLFPEDS0008T_SOFT_TISSUE,CCLFPEDS0008T_SOFT,TISSUE
CCLFPEDS0018T_SOFT_TISSUE,CCLFPEDS0018T_SOFT,TISSUE
R262_CENTRAL_NERVOUS_SYSTEM,R262_CENTRAL_NERVOUS,SYSTEM
RH28_SOFT_TISSUE,RH28_SOFT,TISSUE
RH36_SOFT_TISSUE,RH36_SOFT,TISSUE
RH4_SOFT_TISSUE,RH4_SOFT,TISSUE
RHJT_SOFT_TISSUE,RHJT_SOFT,TISSUE
SCLC22H_LUNG,SCLC22H,LUNG
SCMCRM2_SOFT_TISSUE,SCMCRM2_SOFT,TISSUE
SCS214_SOFT_TISSUE,SCS214_SOFT,TISSUE
SEKI_SKIN,SEKI,SKIN
SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SMZ1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
SUM149PT_BREAST,SUM149PT,BREAST
SUM159PT_BREAST,SUM159PT,BREAST
SUM229PE_BREAST,SUM229PE,BREAST
SW626_OVARY,SW626,OVARY
SW954_VULVA,SW954,VULVA
SYO1_SOFT_TISSUE,SYO1_SOFT,TISSUE
TC106_BONE,TC106,BONE
TC138_BONE,TC138,BONE
TC205_BONE,TC205,BONE
TFK1_BILIARY_TRACT,TFK1_BILIARY,TRACT
TTC442_SOFT_TISSUE,TTC442_SOFT,TISSUE
TTC466_BONE,TTC466,BONE
UMCHOR1_BONE,UMCHOR1,BONE
UMUC14_URINARY_TRACT,UMUC14_URINARY,TRACT
UMUC16_URINARY_TRACT,UMUC16_URINARY,TRACT
UMUC5_URINARY_TRACT,UMUC5_URINARY,TRACT
UMUC6_URINARY_TRACT,UMUC6_URINARY,TRACT
UPCISCC152_UPPER_AERODIGESTIVE_TRACT,UPCISCC152_UPPER_AERODIGESTIVE,TRACT
UW228_CENTRAL_NERVOUS_SYSTEM,UW228_CENTRAL_NERVOUS,SYSTEM
Y79_AUTONOMIC_GANGLIA,Y79_AUTONOMIC,GANGLIA
YAMATO_SOFT_TISSUE,YAMATO_SOFT,TISSUE
ACN_AUTONOMIC_GANGLIA,ACN_AUTONOMIC,GANGLIA
CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CROAP3_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HUH6CLONE5_LIVER,HUH6CLONE5,LIVER
MS1_SKIN,MS1,SKIN
NCIH820_LUNG,NCIH820,LUNG
BB30PBL_MATCHED_NORMAL_TISSUE,BB30PBL_MATCHED_NORMAL,TISSUE
BB49EBV_MATCHED_NORMAL_TISSUE,BB49EBV_MATCHED_NORMAL,TISSUE
BB65EBV_MATCHED_NORMAL_TISSUE,BB65EBV_MATCHED_NORMAL,TISSUE
COLO829_MATCHED_NORMAL_TISSUE,COLO829_MATCHED_NORMAL,TISSUE
CP50EBV_MATCHED_NORMAL_TISSUE,CP50EBV_MATCHED_NORMAL,TISSUE
CP66EBV_MATCHED_NORMAL_TISSUE,CP66EBV_MATCHED_NORMAL,TISSUE
HA7EBV_MATCHED_NORMAL_TISSUE,HA7EBV_MATCHED_NORMAL,TISSUE
HCC1143_MATCHED_NORMAL_TISSUE,HCC1143_MATCHED_NORMAL,TISSUE
HCC1187_MATCHED_NORMAL_TISSUE,HCC1187_MATCHED_NORMAL,TISSUE
HCC1395_MATCHED_NORMAL_TISSUE,HCC1395_MATCHED_NORMAL,TISSUE
HCC1599_MATCHED_NORMAL_TISSUE,HCC1599_MATCHED_NORMAL,TISSUE
HCC1937_MATCHED_NORMAL_TISSUE,HCC1937_MATCHED_NORMAL,TISSUE
HCC1954_MATCHED_NORMAL_TISSUE,HCC1954_MATCHED_NORMAL,TISSUE
HCC2157_MATCHED_NORMAL_TISSUE,HCC2157_MATCHED_NORMAL,TISSUE
HCC2218_MATCHED_NORMAL_TISSUE,HCC2218_MATCHED_NORMAL,TISSUE
HCC38_MATCHED_NORMAL_TISSUE,HCC38_MATCHED_NORMAL,TISSUE
HCET_UPPER_AERODIGESTIVE_TRACT,HCET_UPPER_AERODIGESTIVE,TRACT
J82_MATCHED_NORMAL_TISSUE,J82_MATCHED_NORMAL,TISSUE
JHU028_LUNG,JHU028,LUNG
L542_MATCHED_NORMAL_TISSUE,L542_MATCHED_NORMAL,TISSUE
LB1047EBV_MATCHED_NORMAL_TISSUE,LB1047EBV_MATCHED_NORMAL,TISSUE
LB2241EBV_MATCHED_NORMAL_TISSUE,LB2241EBV_MATCHED_NORMAL,TISSUE
LB2518EBV_MATCHED_NORMAL_TISSUE,LB2518EBV_MATCHED_NORMAL,TISSUE
LB373EBV_MATCHED_NORMAL_TISSUE,LB373EBV_MATCHED_NORMAL,TISSUE
LB647PBL_MATCHED_NORMAL_TISSUE,LB647PBL_MATCHED_NORMAL,TISSUE
LB771PBL_MATCHED_NORMAL_TISSUE,LB771PBL_MATCHED_NORMAL,TISSUE
LB831EBV_MATCHED_NORMAL_TISSUE,LB831EBV_MATCHED_NORMAL,TISSUE
LB996EBV_MATCHED_NORMAL_TISSUE,LB996EBV_MATCHED_NORMAL,TISSUE
LS1034_MATCHED_NORMAL_TISSUE,LS1034_MATCHED_NORMAL,TISSUE
M00921_SKIN,M00921,SKIN
M1203273_SKIN,M1203273,SKIN
M980513_SKIN,M980513,SKIN
MET2B,MET2B,
MZ1B_MATCHED_NORMAL_TISSUE,MZ1B_MATCHED_NORMAL,TISSUE
MZ7B_MATCHED_NORMAL_TISSUE,MZ7B_MATCHED_NORMAL,TISSUE
NCIBL128_MATCHED_NORMAL_TISSUE,NCIBL128_MATCHED_NORMAL,TISSUE
NCIBL1395_MATCHED_NORMAL_TISSUE,NCIBL1395_MATCHED_NORMAL,TISSUE
NCIBL1437_MATCHED_NORMAL_TISSUE,NCIBL1437_MATCHED_NORMAL,TISSUE
NCIBL1770_MATCHED_NORMAL_TISSUE,NCIBL1770_MATCHED_NORMAL,TISSUE
NCIBL2009_MATCHED_NORMAL_TISSUE,NCIBL2009_MATCHED_NORMAL,TISSUE
NCIBL2052_MATCHED_NORMAL_TISSUE,NCIBL2052_MATCHED_NORMAL,TISSUE
NCIBL2087_MATCHED_NORMAL_TISSUE,NCIBL2087_MATCHED_NORMAL,TISSUE
NCIBL209_MATCHED_NORMAL_TISSUE,NCIBL209_MATCHED_NORMAL,TISSUE
NCIBL2122_MATCHED_NORMAL_TISSUE,NCIBL2122_MATCHED_NORMAL,TISSUE
NCIBL2126_MATCHED_NORMAL_TISSUE,NCIBL2126_MATCHED_NORMAL,TISSUE
NCIBL2171_MATCHED_NORMAL_TISSUE,NCIBL2171_MATCHED_NORMAL,TISSUE
SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SCI1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
BLUE1_HAEMATOPOIETIC_AND_LYMPHOID,BLUE1_HAEMATOPOIETIC_AND,LYMPHOID
CBAGPN_BONE,CBAGPN,BONE
CHLA10_BONE,CHLA10,BONE
COV413A_OVARY,COV413A,OVARY
DL_SOFT_TISSUE,DL_SOFT,TISSUE
H103_BUCCAL,H103,BUCCAL
HA1E_KIDNEY,HA1E,KIDNEY
HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HSB2_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HSC5_SKIN,HSC5,SKIN
JMURTK2_SOFT_TISSUE,JMURTK2_SOFT,TISSUE
KKU100_BILIARY_TRACT,KKU100_BILIARY,TRACT
NMB_AUTONOMIC_GANGLIA,NMB_AUTONOMIC,GANGLIA
NP5_CENTRAL_NERVOUS_SYSTEM,NP5_CENTRAL_NERVOUS,SYSTEM
NP8_CENTRAL_NERVOUS_SYSTEM,NP8_CENTRAL_NERVOUS,SYSTEM
OCIC5X_OVARY,OCIC5X,OVARY
ONDA9_CENTRAL_NERVOUS_SYSTEM,ONDA9_CENTRAL_NERVOUS,SYSTEM
PACADD159_PANCREAS,PACADD159,PANCREAS
CCLFPEDS0004T_SOFT_TISSUE,CCLFPEDS0004T_SOFT,TISSUE
RC2_SOFT_TISSUE,RC2_SOFT,TISSUE
RMS13_SOFT_TISSUE,RMS13_SOFT,TISSUE
SCCOHT1_OVARY,SCCOHT1,OVARY
UMUC10_URINARY_TRACT,UMUC10_URINARY,TRACT
UMUC11_URINARY_TRACT,UMUC11_URINARY,TRACT
UMUC13_URINARY_TRACT,UMUC13_URINARY,TRACT
UMUC4_URINARY_TRACT,UMUC4_URINARY,TRACT
UMUC7_URINARY_TRACT,UMUC7_URINARY,TRACT
UMUC9_URINARY_TRACT,UMUC9_URINARY,TRACT
NHA_HT_DD,NHA_HT,DD
HNT34,HNT34,
SIHA,SIHA,
C8166,C8166,
MOLT3_MOLT4,MOLT3,MOLT4
COLO201_COLO205,COLO201,COLO205
CACO2,CACO2,
NCIH322M_LUNG,NCIH322M,LUNG
ECC4,ECC4,
JRT3T35,JRT3T35,
NTERASCLD1,NTERASCLD1,
COLO320HSR_LARGE_INTESTINE,COLO320HSR_LARGE,INTESTINE
NCIH719,NCIH719,
NCIH2107,NCIH2107,
NCIH220,NCIH220,
TERA1,TERA1,
MKL1SUBCLONE2,MKL1SUBCLONE2,
BOKU,BOKU,
NCIH1522,NCIH1522,
KASUMI3,KASUMI3,
P116,P116,
LU99A_LUNG,LU99A,LUNG
H2596,H2596,
WM239A,WM239A,
WM902B,WM902B,
BC2,BC2,
K19,K19,
K8,K8,
OSA80,OSA80,
UISOMCC1,UISOMCC1,
NCIH1404,NCIH1404,
NCIH1926,NCIH1926,
EW7476,EW7476,
NCIH865,NCIH865,
IOSE364,IOSE364,
IOSE397,IOSE397,
IOSE523,IOSE523,
IOSE7516SV40,IOSE7516SV40,
NCIH735,NCIH735,
OVCA432,OVCA432,
UCH1_BONE,UCH1,BONE
